"Name","Activity type","Description"
"10/01/2016 20:24","",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)"
"1","1","53.457306","-2.235301","71.80000305175781","","10","0.375","2016-01-10T20:24:43.608Z","","",""
"1","2","53.457311","-2.235331","73.0","0.0","10","0","2016-01-10T20:33:19.605Z","","",""
"1","3","53.457311","-2.235331","73.0","","5","0.0625","2016-01-10T20:33:20.572Z","","",""
"1","4","53.457311","-2.235331","73.0","0.0","5","0.1875","2016-01-10T20:33:30.569Z","","",""
"1","5","53.457318","-2.23534","79.0","87.0","5","0.5625","2016-01-10T20:33:31.568Z","","",""
"1","6","53.457306","-2.235308","80.30000305175781","89.0","10","0.375","2016-01-10T20:33:36.557Z","","",""
"1","7","53.457307","-2.235307","80.69999694824219","89.0","10","0.1875","2016-01-10T20:33:37.560Z","","",""
"1","8","53.457307","-2.235307","80.69999694824219","89.0","10","0.1875","2016-01-10T20:33:37.587Z","","",""
"1","9","53.457303","-2.2353","81.0","89.0","10","0.25","2016-01-10T20:33:38.559Z","","",""
"1","10","53.457297","-2.235298","80.5999984741211","89.0","10","0.25","2016-01-10T20:33:39.578Z","","",""
"1","11","53.457297","-2.235298","80.5999984741211","89.0","10","0.125","2016-01-10T20:33:40.590Z","","",""
"1","12","53.457297","-2.235298","80.5999984741211","89.0","15","0.125","2016-01-10T20:33:49.586Z","","",""
"1","13","53.457299","-2.235264","81.69999694824219","89.0","15","0.4375","2016-01-10T20:33:50.559Z","","",""
"1","14","53.457299","-2.235264","81.69999694824219","89.0","15","0.4375","2016-01-10T20:33:50.586Z","","",""
"1","15","53.457304","-2.235286","81.4000015258789","89.0","15","0.125","2016-01-10T20:33:51.541Z","","",""
"1","16","53.457319","-2.235313","81.0999984741211","89.0","15","0.125","2016-01-10T20:34:02.549Z","","",""
"1","17","53.457284","-2.235188","82.4000015258789","93.0","15","0.625","2016-01-10T20:34:03.561Z","","",""
"1","18","53.457253","-2.235102","82.5","103.0","15","0.375","2016-01-10T20:34:09.596Z","","",""
"1","19","53.457257","-2.235137","82.5","103.0","15","0.1875","2016-01-10T20:34:10.570Z","","",""
"1","20","53.457261","-2.235168","82.4000015258789","102.0","15","0.125","2016-01-10T20:34:21.569Z","","",""
"1","21","53.457315","-2.235307","84.0","63.0","15","0.625","2016-01-10T20:34:22.567Z","","",""
"1","22","53.45733","-2.235431","83.19999694824219","304.0","15","0.75","2016-01-10T20:34:29.628Z","","",""
"1","23","53.457331","-2.235463","82.5999984741211","289.0","15","0.9375","2016-01-10T20:34:30.566Z","","",""
"1","24","53.45734","-2.235482","82.0999984741211","262.0","15","0.375","2016-01-10T20:34:33.592Z","","",""
"1","25","53.457338","-2.235472","82.19999694824219","259.0","15","0.0625","2016-01-10T20:34:34.559Z","","",""
"1","26","53.457338","-2.235472","82.19999694824219","259.0","15","0.0625","2016-01-10T20:34:34.578Z","","",""
"1","27","53.457336","-2.23548","82.0999984741211","251.0","15","0.3125","2016-01-10T20:34:35.577Z","","",""
"1","28","53.457341","-2.235482","82.0999984741211","243.0","10","0.25","2016-01-10T20:34:36.585Z","","",""
"1","29","53.457341","-2.235482","82.0999984741211","249.0","10","0.0625","2016-01-10T20:34:37.572Z","","",""
"1","30","53.457341","-2.235482","82.0999984741211","264.0","10","0.125","2016-01-10T20:34:46.583Z","","",""
"1","31","53.457341","-2.235331","83.19999694824219","264.0","10","0.125","2016-01-10T20:34:47.558Z","","",""
"1","32","53.457341","-2.235331","83.19999694824219","264.0","10","0.125","2016-01-10T20:34:47.581Z","","",""
"1","33","53.457344","-2.235326","83.0999984741211","262.0","10","0.125","2016-01-10T20:34:49.585Z","","",""
"1","34","53.45734","-2.235323","83.0","261.0","10","0.3125","2016-01-10T20:34:50.551Z","","",""
"1","35","53.45734","-2.235323","83.0","261.0","10","0.3125","2016-01-10T20:34:50.571Z","","",""
"1","36","53.45734","-2.235323","83.0","261.0","10","0.1875","2016-01-10T20:34:51.563Z","","",""
"1","37","53.45734","-2.235323","83.0","263.0","10","0.125","2016-01-10T20:35:10.588Z","","",""
"1","38","53.457348","-2.235477","84.69999694824219","263.0","10","0.1875","2016-01-10T20:35:11.565Z","","",""
"1","39","53.457348","-2.235477","84.69999694824219","263.0","10","0.1875","2016-01-10T20:35:11.597Z","","",""
"1","40","53.457347","-2.235465","85.0999984741211","263.0","10","0.125","2016-01-10T20:35:12.579Z","","",""
"1","41","53.457349","-2.23547","85.19999694824219","263.0","15","0.25","2016-01-10T20:35:13.584Z","","",""
"1","42","53.457349","-2.23547","85.19999694824219","263.0","15","0.25","2016-01-10T20:35:13.605Z","","",""
"1","43","53.457349","-2.235471","85.0","263.0","10","0.125","2016-01-10T20:35:14.557Z","","",""
"1","44","53.45734","-2.235412","81.5999984741211","263.0","5","0.125","2016-01-10T20:53:44.609Z","","",""
"1","45","53.457291","-2.235416","80.5","239.0","5","0.5","2016-01-10T20:53:45.570Z","","",""
"1","46","53.457274","-2.235398","80.5999984741211","239.0","5","0.375","2016-01-10T20:53:48.600Z","","",""
"1","47","53.457274","-2.235398","80.5999984741211","239.0","5","0.1875","2016-01-10T20:53:49.595Z","","",""
"1","48","53.457274","-2.235398","80.5999984741211","239.0","5","0.0625","2016-01-10T20:56:35.587Z","","",""
"1","49","53.457278","-2.235472","79.30000305175781","239.0","5","0.25","2016-01-10T20:56:36.578Z","","",""
"1","50","53.457278","-2.235472","79.30000305175781","239.0","5","0.25","2016-01-10T20:56:36.600Z","","",""
"1","51","53.45728","-2.235475","79.30000305175781","239.0","10","0.1875","2016-01-10T20:56:37.567Z","","",""
"1","52","53.45728","-2.235475","79.30000305175781","239.0","10","0.1875","2016-01-10T20:56:37.593Z","","",""
"1","53","53.457283","-2.235478","79.19999694824219","239.0","10","0.25","2016-01-10T20:56:38.568Z","","",""
"1","54","53.45728","-2.23549","79.30000305175781","239.0","10","0.25","2016-01-10T20:56:39.600Z","","",""
"1","55","53.45728","-2.23549","79.30000305175781","239.0","10","0.125","2016-01-10T20:56:40.575Z","","",""
"1","56","53.45728","-2.23549","79.30000305175781","239.0","10","0.1875","2016-01-10T20:57:01.584Z","","",""
"1","57","53.457298","-2.23541","78.9000015258789","208.0","10","0.5","2016-01-10T20:57:02.583Z","","",""
"1","58","53.457299","-2.235424","78.9000015258789","208.0","10","0","2016-01-10T20:58:20.592Z","","",""
"1","59","53.457299","-2.235424","78.9000015258789","208.0","10","0.0625","2016-01-10T20:58:21.577Z","","",""
"1","60","53.457299","-2.235424","78.9000015258789","208.0","10","0.0625","2016-01-10T20:58:27.578Z","","",""
"1","61","53.457308","-2.235345","78.9000015258789","208.0","10","0.25","2016-01-10T20:58:28.569Z","","",""
"1","62","53.457308","-2.235345","78.9000015258789","208.0","10","0.25","2016-01-10T20:58:28.603Z","","",""
"1","63","53.457312","-2.235336","79.0","208.0","10","0.1875","2016-01-10T20:58:29.560Z","","",""
"1","64","53.457317","-2.23533","79.0","208.0","10","0.1875","2016-01-10T20:58:30.601Z","","",""
"1","65","53.457316","-2.235326","79.0999984741211","208.0","10","0.25","2016-01-10T20:58:31.561Z","","",""
"1","66","53.457316","-2.235326","79.0999984741211","208.0","10","0.25","2016-01-10T20:58:31.585Z","","",""
"1","67","53.457316","-2.235326","79.0999984741211","208.0","10","0.125","2016-01-10T20:58:32.567Z","","",""
"1","68","53.457316","-2.235326","79.0999984741211","208.0","10","0.125","2016-01-10T20:58:34.600Z","","",""
"1","69","53.457316","-2.235326","79.0999984741211","208.0","10","0.25","2016-01-10T20:58:35.559Z","","",""
"1","70","53.457316","-2.235326","79.0999984741211","208.0","10","0.25","2016-01-10T20:58:35.588Z","","",""
"1","71","53.457316","-2.235326","79.0999984741211","208.0","10","0.1875","2016-01-10T20:58:36.568Z","","",""
"1","72","53.457316","-2.235326","79.0999984741211","208.0","10","0.1875","2016-01-10T21:02:36.588Z","","",""
"1","73","53.457316","-2.235326","79.0999984741211","208.0","10","0.25","2016-01-10T21:02:37.580Z","","",""
"1","74","53.457316","-2.235326","79.0999984741211","208.0","10","0.25","2016-01-10T21:02:37.603Z","","",""
"1","75","53.457316","-2.235326","79.0999984741211","208.0","10","0.125","2016-01-10T21:02:38.557Z","","",""
"1","76","53.45736","-2.235279","82.0","208.0","10","0.1875","2016-01-10T21:03:04.595Z","","",""
"1","77","53.457363","-2.235273","82.19999694824219","208.0","10","0.25","2016-01-10T21:03:05.563Z","","",""
"1","78","53.457363","-2.235273","82.19999694824219","208.0","10","0.25","2016-01-10T21:03:05.585Z","","",""
"1","79","53.457363","-2.235273","82.19999694824219","208.0","10","0.0625","2016-01-10T21:03:06.554Z","","",""
"1","80","53.457363","-2.235273","82.19999694824219","208.0","10","0.125","2016-01-10T21:03:14.584Z","","",""
"1","81","53.457413","-2.235272","82.5999984741211","244.0","10","0.5","2016-01-10T21:03:15.558Z","","",""
"1","82","53.457409","-2.235255","82.69999694824219","245.0","10","0.25","2016-01-10T21:03:18.592Z","","",""
"1","83","53.457409","-2.235255","82.69999694824219","245.0","10","0.1875","2016-01-10T21:03:19.571Z","","",""
"1","84","53.457409","-2.235255","82.69999694824219","245.0","10","0.1875","2016-01-10T21:03:19.602Z","","",""
"1","85","53.457409","-2.235255","82.69999694824219","245.0","10","0.25","2016-01-10T21:03:20.558Z","","",""
"1","86","53.457409","-2.235255","82.69999694824219","245.0","10","0.25","2016-01-10T21:03:22.603Z","","",""
"1","87","53.457409","-2.235255","82.69999694824219","245.0","10","0.1875","2016-01-10T21:03:23.577Z","","",""
"1","88","53.457409","-2.235255","82.69999694824219","245.0","10","0.1875","2016-01-10T21:03:26.593Z","","",""
"1","89","53.457409","-2.235255","82.69999694824219","245.0","10","0.25","2016-01-10T21:03:27.562Z","","",""
"1","90","53.457409","-2.235255","82.69999694824219","245.0","10","0.25","2016-01-10T21:03:28.593Z","","",""
"1","91","53.457409","-2.235255","82.69999694824219","245.0","10","0.1875","2016-01-10T21:03:29.565Z","","",""
"1","92","53.457409","-2.235255","82.69999694824219","245.0","10","0.1875","2016-01-10T21:03:30.586Z","","",""
"1","93","53.457387","-2.235186","82.5999984741211","219.0","10","0.5625","2016-01-10T21:03:31.554Z","","",""
"1","94","53.457382","-2.235183","82.69999694824219","203.0","10","0.25","2016-01-10T21:03:33.581Z","","",""
"1","95","53.457382","-2.235185","82.80000305175781","203.0","10","0.125","2016-01-10T21:03:34.575Z","","",""
"1","96","53.457382","-2.235185","82.80000305175781","206.0","10","0.125","2016-01-10T21:03:48.607Z","","",""
"1","97","53.457365","-2.235258","82.5","206.0","10","0.25","2016-01-10T21:03:49.581Z","","",""
"1","98","53.457361","-2.235266","82.5","205.0","10","0.4375","2016-01-10T21:03:50.617Z","","",""
"1","99","53.457356","-2.235274","82.5","205.0","10","0.1875","2016-01-10T21:03:51.579Z","","",""
"1","100","53.457353","-2.235267","82.5","205.0","10","0.125","2016-01-10T21:04:23.615Z","","",""
"1","101","53.45731","-2.235248","84.69999694824219","205.0","10","0.3125","2016-01-10T21:04:24.581Z","","",""
"1","102","53.45731","-2.235248","84.69999694824219","205.0","10","0.3125","2016-01-10T21:04:24.607Z","","",""
"1","103","53.457304","-2.235246","84.9000015258789","205.0","10","0.1875","2016-01-10T21:04:25.600Z","","",""
"1","104","53.457304","-2.235246","84.9000015258789","205.0","10","0.1875","2016-01-10T21:04:25.619Z","","",""
"1","105","53.457298","-2.235238","85.19999694824219","205.0","10","0.25","2016-01-10T21:04:26.575Z","","",""
"1","106","53.457292","-2.235226","85.4000015258789","205.0","10","0.25","2016-01-10T21:04:27.606Z","","",""
"1","107","53.457292","-2.235226","85.4000015258789","205.0","10","0.1875","2016-01-10T21:04:28.572Z","","",""
"1","108","53.457292","-2.235226","85.4000015258789","205.0","10","0.125","2016-01-10T21:04:40.608Z","","",""
"1","109","53.457322","-2.235279","86.9000015258789","205.0","10","0.375","2016-01-10T21:04:41.563Z","","",""
"1","110","53.457338","-2.235316","86.69999694824219","237.0","10","0.5625","2016-01-10T21:04:44.598Z","","",""
"1","111","53.457338","-2.235316","86.69999694824219","237.0","10","0.1875","2016-01-10T21:04:45.564Z","","",""
"1","112","53.457338","-2.235316","86.69999694824219","236.0","10","0.1875","2016-01-10T21:04:49.603Z","","",""
"1","113","53.457338","-2.235316","86.69999694824219","236.0","10","0.25","2016-01-10T21:04:50.580Z","","",""
"1","114","53.457338","-2.235316","86.69999694824219","236.0","10","0.25","2016-01-10T21:04:50.614Z","","",""
"1","115","53.457338","-2.235316","86.69999694824219","236.0","10","0.1875","2016-01-10T21:04:51.574Z","","",""
"1","116","53.457338","-2.235316","86.69999694824219","236.0","10","0.1875","2016-01-10T21:04:51.595Z","","",""
"1","117","53.457366","-2.235374","85.19999694824219","236.0","10","0.3125","2016-01-10T21:04:52.587Z","","",""
"1","118","53.45737","-2.235379","85.0","237.0","10","0.3125","2016-01-10T21:04:53.609Z","","",""
"1","119","53.457369","-2.235384","84.69999694824219","237.0","10","0.1875","2016-01-10T21:04:54.577Z","","",""
"1","120","53.457362","-2.235389","84.4000015258789","237.0","10","0.1875","2016-01-10T21:04:59.592Z","","",""
"1","121","53.457362","-2.235389","84.4000015258789","237.0","10","0.25","2016-01-10T21:05:00.558Z","","",""
"1","122","53.45737","-2.235472","81.5999984741211","237.0","10","0.3125","2016-01-10T21:05:02.601Z","","",""
"1","123","53.457369","-2.235472","81.4000015258789","237.0","10","0.1875","2016-01-10T21:05:03.573Z","","",""
"1","124","53.457369","-2.235472","81.4000015258789","237.0","10","0.1875","2016-01-10T21:05:03.632Z","","",""
"1","125","53.457357","-2.235473","81.19999694824219","237.0","10","0.375","2016-01-10T21:05:04.596Z","","",""
"1","126","53.457357","-2.235473","81.19999694824219","237.0","10","0.25","2016-01-10T21:05:05.591Z","","",""
"1","127","53.457357","-2.235473","81.19999694824219","237.0","10","0.125","2016-01-10T21:05:06.582Z","","",""
"1","128","53.457357","-2.235473","81.19999694824219","237.0","10","0.125","2016-01-10T21:05:11.579Z","","",""
"1","129","53.457347","-2.235399","80.4000015258789","216.0","10","0.5625","2016-01-10T21:05:12.557Z","","",""
"1","130","53.457284","-2.235299","80.9000015258789","147.0","10","0.875","2016-01-10T21:05:19.619Z","","",""
"1","131","53.45732","-2.235327","81.5999984741211","143.0","10","0.1875","2016-01-10T21:05:20.564Z","","",""
"1","132","53.45732","-2.235327","81.5999984741211","143.0","10","0.1875","2016-01-10T21:05:20.583Z","","",""
"1","133","53.457333","-2.235333","82.0","139.0","10","0.25","2016-01-10T21:05:21.578Z","","",""
"1","134","53.457333","-2.235333","82.0","139.0","10","0.25","2016-01-10T21:05:21.596Z","","",""
"1","135","53.457339","-2.235343","82.30000305175781","140.0","10","0.125","2016-01-10T21:05:22.576Z","","",""
"1","136","53.457339","-2.235343","82.30000305175781","148.0","10","0.0625","2016-01-10T21:06:58.603Z","","",""
"1","137","53.457356","-2.235368","82.0999984741211","104.0","10","0.75","2016-01-10T21:06:59.571Z","","",""
"1","138","53.457355","-2.235369","82.0","104.0","10","0.25","2016-01-10T21:07:00.578Z","","",""
"1","139","53.457347","-2.235366","81.80000305175781","104.0","10","0.125","2016-01-10T21:07:01.557Z","","",""
"1","140","53.457347","-2.235366","81.80000305175781","104.0","10","0.125","2016-01-10T21:07:01.576Z","","",""
"1","141","53.457334","-2.235361","81.69999694824219","109.0","10","0.5","2016-01-10T21:07:02.558Z","","",""
"1","142","53.457334","-2.235361","81.69999694824219","109.0","10","0.25","2016-01-10T21:07:05.604Z","","",""
"1","143","53.457334","-2.235361","81.69999694824219","109.0","10","0.1875","2016-01-10T21:07:06.561Z","","",""
