"Name","Activity type","Description"
"17/01/2016 21:32","",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)"
"1","158","53.457318","-2.23532","88.9000015258789","242.0","10","0.1875","2016-01-17T23:17:16.848Z","","",""
"1","159","53.457318","-2.23532","88.9000015258789","242.0","10","0.25","2016-01-17T23:17:17.842Z","","",""
"1","160","53.457318","-2.23532","88.9000015258789","242.0","10","0.25","2016-01-17T23:17:17.863Z","","",""
"1","161","53.457318","-2.23532","88.9000015258789","242.0","10","0.1875","2016-01-17T23:17:18.827Z","","",""
"1","162","53.457318","-2.23532","88.9000015258789","242.0","10","0.1875","2016-01-17T23:17:21.851Z","","",""
"1","163","53.457318","-2.23532","88.9000015258789","242.0","10","0.25","2016-01-17T23:17:22.840Z","","",""
"1","164","53.457318","-2.23532","88.9000015258789","242.0","10","0.25","2016-01-17T23:17:22.861Z","","",""
"1","165","53.457318","-2.23532","88.9000015258789","242.0","10","0.1875","2016-01-17T23:17:23.847Z","","",""
"1","166","53.457318","-2.23532","88.9000015258789","242.0","10","0.1875","2016-01-17T23:17:28.851Z","","",""
"1","167","53.457334","-2.235402","89.69999694824219","269.0","10","0.8125","2016-01-17T23:17:29.850Z","","",""
"1","168","53.457338","-2.235432","89.5999984741211","283.0","10","0.8125","2016-01-17T23:17:31.846Z","","",""
"1","169","53.457335","-2.235425","89.5","283.0","10","0.125","2016-01-17T23:17:32.844Z","","",""
"1","170","53.457353","-2.235426","84.30000305175781","283.0","10","0.125","2016-01-17T23:23:40.929Z","","",""
"1","171","53.457375","-2.235497","84.19999694824219","283.0","10","0.3125","2016-01-17T23:23:41.845Z","","",""
"1","172","53.457385","-2.235536","84.0999984741211","292.0","15","0.5625","2016-01-17T23:23:44.861Z","","",""
"1","173","53.457385","-2.235536","84.0999984741211","292.0","15","0.125","2016-01-17T23:23:45.849Z","","",""
"1","174","53.457385","-2.235536","84.0999984741211","292.0","10","0.0625","2016-01-17T23:24:12.873Z","","",""
"1","175","53.457373","-2.235624","84.0","292.0","10","0.375","2016-01-17T23:24:13.841Z","","",""
"1","176","53.457399","-2.235759","85.30000305175781","286.0","10","0.75","2016-01-17T23:24:19.852Z","","",""
"1","177","53.4574","-2.23578","85.19999694824219","282.0","10","0.9375","2016-01-17T23:24:20.828Z","","",""
"1","178","53.457402","-2.235783","85.0999984741211","280.0","10","0.375","2016-01-17T23:24:22.833Z","","",""
"1","179","53.457401","-2.235781","85.19999694824219","280.0","10","0.125","2016-01-17T23:24:23.828Z","","",""
"1","180","53.457401","-2.235781","85.19999694824219","282.0","10","0.125","2016-01-17T23:24:28.842Z","","",""
"1","181","53.457393","-2.235693","85.0999984741211","282.0","10","0.4375","2016-01-17T23:24:29.841Z","","",""
"1","182","53.457376","-2.235579","84.69999694824219","163.0","10","0.25","2016-01-17T23:24:34.842Z","","",""
"1","183","53.457376","-2.235579","84.69999694824219","168.0","10","0.125","2016-01-17T23:24:35.828Z","","",""
"1","184","53.457376","-2.235579","84.69999694824219","172.0","10","0.125","2016-01-17T23:24:36.835Z","","",""
"1","185","53.457369","-2.235501","83.9000015258789","162.0","10","0.625","2016-01-17T23:24:37.828Z","","",""
"1","186","53.457375","-2.235591","83.80000305175781","168.0","10","0.375","2016-01-17T23:24:55.869Z","","",""
"1","187","53.457376","-2.235598","84.0","168.0","10","0.125","2016-01-17T23:24:56.892Z","","",""
"1","188","53.457376","-2.235598","84.0","168.0","10","0.125","2016-01-17T23:25:07.836Z","","",""
"1","189","53.457372","-2.235512","83.19999694824219","153.0","10","0.625","2016-01-17T23:25:08.814Z","","",""
"1","190","53.457371","-2.235479","82.5999984741211","141.0","10","0.25","2016-01-17T23:25:10.868Z","","",""
"1","191","53.457375","-2.235449","81.69999694824219","140.0","10","0.0625","2016-01-17T23:25:11.840Z","","",""
"1","192","53.457375","-2.235449","81.69999694824219","141.0","10","0.125","2016-01-17T23:25:45.868Z","","",""
"1","193","53.457375","-2.235449","81.69999694824219","141.0","10","0.3125","2016-01-17T23:25:46.853Z","","",""
"1","194","53.457375","-2.235449","81.69999694824219","141.0","10","0.25","2016-01-17T23:25:47.855Z","","",""
"1","195","53.457375","-2.235449","81.69999694824219","141.0","10","0.125","2016-01-17T23:25:48.835Z","","",""
"1","196","53.457375","-2.235449","81.69999694824219","141.0","10","0.0625","2016-01-17T23:25:54.978Z","","",""
"1","197","53.457344","-2.235394","82.69999694824219","141.0","10","0.25","2016-01-17T23:25:55.855Z","","",""
"1","198","53.457339","-2.235384","82.5","141.0","10","0","2016-01-17T23:25:56.882Z","","",""
"1","199","53.457338","-2.235373","82.4000015258789","141.0","10","0.125","2016-01-17T23:25:57.851Z","","",""
"1","200","53.457338","-2.235373","82.4000015258789","141.0","10","0.125","2016-01-17T23:25:57.869Z","","",""
"1","201","53.457334","-2.235367","82.4000015258789","141.0","10","0.3125","2016-01-17T23:25:58.830Z","","",""
"1","202","53.457334","-2.235367","82.4000015258789","141.0","10","0.3125","2016-01-17T23:25:58.854Z","","",""
"1","203","53.457334","-2.235367","82.4000015258789","141.0","10","0.125","2016-01-17T23:25:59.841Z","","",""
"1","204","53.457334","-2.235367","82.4000015258789","141.0","10","0.1875","2016-01-17T23:26:06.875Z","","",""
"1","205","53.457334","-2.235367","82.4000015258789","141.0","10","0.25","2016-01-17T23:26:07.869Z","","",""
"1","206","53.457334","-2.235367","82.4000015258789","141.0","10","0.25","2016-01-17T23:26:08.865Z","","",""
"1","207","53.457334","-2.235367","82.4000015258789","141.0","10","0.125","2016-01-17T23:26:09.848Z","","",""
"1","208","53.457334","-2.235367","82.4000015258789","141.0","10","0.0625","2016-01-17T23:29:50.182Z","","",""
"1","209","53.457353","-2.235427","85.5999984741211","141.0","10","0.3125","2016-01-17T23:29:50.860Z","","",""
"1","210","53.457357","-2.235435","85.80000305175781","141.0","10","0.25","2016-01-17T23:29:52.883Z","","",""
"1","211","53.457357","-2.235436","85.69999694824219","141.0","10","0.125","2016-01-17T23:29:53.849Z","","",""
"1","212","53.457348","-2.235575","86.4000015258789","141.0","15","0","2016-01-17T23:49:28.862Z","","",""
"1","213","53.457366","-2.2356","86.0999984741211","141.0","15","0.0625","2016-01-17T23:49:29.871Z","","",""
"1","214","53.457368","-2.235613","85.69999694824219","141.0","15","0.125","2016-01-17T23:49:30.829Z","","",""
"1","215","53.457375","-2.235677","82.0999984741211","141.0","10","0.0625","2016-01-17T23:49:39.867Z","","",""
"1","216","53.457377","-2.235696","81.4000015258789","141.0","10","0.25","2016-01-17T23:49:40.834Z","","",""
"1","217","53.457382","-2.235699","81.4000015258789","141.0","10","0.25","2016-01-17T23:49:41.879Z","","",""
"1","218","53.457382","-2.235703","81.19999694824219","141.0","10","0.1875","2016-01-17T23:49:42.843Z","","",""
"1","219","53.457382","-2.235703","81.19999694824219","141.0","15","0.0625","2016-01-17T23:50:01.861Z","","",""
"1","220","53.457374","-2.235627","82.5999984741211","141.0","15","0.25","2016-01-17T23:50:02.864Z","","",""
"1","221","53.457375","-2.235624","82.5999984741211","141.0","15","0.1875","2016-01-17T23:50:03.868Z","","",""
"1","222","53.457378","-2.235604","82.9000015258789","141.0","10","0","2016-01-17T23:50:14.850Z","","",""
"1","223","53.457343","-2.235536","83.80000305175781","141.0","10","0.3125","2016-01-17T23:50:15.849Z","","",""
"1","224","53.457343","-2.235536","83.80000305175781","141.0","10","0.3125","2016-01-17T23:50:15.868Z","","",""
"1","225","53.457337","-2.235526","83.9000015258789","141.0","10","0.125","2016-01-17T23:50:16.842Z","","",""
"1","226","53.457311","-2.235463","86.0","141.0","10","0.1875","2016-01-17T23:52:01.877Z","","",""
"1","227","53.457304","-2.235452","86.0","141.0","10","0.25","2016-01-17T23:52:02.855Z","","",""
"1","228","53.457304","-2.235452","86.0","141.0","10","0.25","2016-01-17T23:52:02.874Z","","",""
"1","229","53.457305","-2.235454","85.9000015258789","141.0","10","0.0625","2016-01-17T23:52:03.871Z","","",""
"1","230","53.457306","-2.235455","86.0","141.0","10","0.125","2016-01-17T23:52:04.884Z","","",""
"1","231","53.457306","-2.235455","86.0","141.0","10","0.25","2016-01-17T23:52:05.865Z","","",""
"1","232","53.457306","-2.235455","86.0","141.0","10","0.25","2016-01-17T23:52:06.905Z","","",""
"1","233","53.457306","-2.235455","86.0","141.0","10","0.1875","2016-01-17T23:52:07.870Z","","",""
"1","234","53.457306","-2.235455","86.0","141.0","10","0.1875","2016-01-17T23:52:09.889Z","","",""
"1","235","53.457306","-2.235455","86.0","141.0","10","0.25","2016-01-17T23:52:10.877Z","","",""
"1","236","53.457306","-2.235455","86.0","141.0","10","0.25","2016-01-17T23:52:11.882Z","","",""
"1","237","53.457306","-2.235455","86.0","141.0","10","0.1875","2016-01-17T23:52:12.880Z","","",""
"1","238","53.457333","-2.235457","85.0","141.0","10","0.1875","2016-01-17T23:54:26.899Z","","",""
"1","239","53.457334","-2.235461","85.19999694824219","141.0","10","0.3125","2016-01-17T23:54:27.880Z","","",""
"1","240","53.457334","-2.235461","85.19999694824219","141.0","10","0.3125","2016-01-17T23:54:27.895Z","","",""
"1","241","53.457334","-2.235458","85.4000015258789","141.0","10","0.125","2016-01-17T23:54:28.898Z","","",""
"1","242","53.457345","-2.235439","93.19999694824219","141.0","10","0.125","2016-01-17T23:55:20.864Z","","",""
"1","243","53.457369","-2.235443","97.5999984741211","141.0","10","0.3125","2016-01-17T23:55:21.844Z","","",""
"1","244","53.457372","-2.235443","97.69999694824219","141.0","10","0.25","2016-01-17T23:55:22.874Z","","",""
"1","245","53.457373","-2.235445","97.9000015258789","141.0","10","0.1875","2016-01-17T23:55:23.858Z","","",""
"1","246","53.457373","-2.235445","97.9000015258789","141.0","10","0.1875","2016-01-17T23:55:23.883Z","","",""
"1","247","53.457375","-2.23545","98.0","141.0","10","0.3125","2016-01-17T23:55:24.877Z","","",""
"1","248","53.457375","-2.23545","98.0","141.0","10","0.3125","2016-01-17T23:55:24.919Z","","",""
"1","249","53.457375","-2.23545","98.0","141.0","10","0.1875","2016-01-17T23:55:25.855Z","","",""
"1","250","53.457375","-2.23545","98.0","141.0","10","0.125","2016-01-17T23:55:46.876Z","","",""
"1","251","53.457342","-2.235438","101.5","141.0","10","0.3125","2016-01-17T23:55:47.872Z","","",""
