"Name","Activity type","Description"
"21/01/2016 12:01","",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)"
"1","1","52.365401","4.941827","-21.200000762939453","","15","0.4375","2016-01-21T12:01:52.879Z","","",""
"1","2","52.3654","4.941811","-25.0","0.0","15","0","2016-01-21T17:05:11.410Z","","",""
"1","3","52.365404","4.941817","-23.200000762939453","0.0","15","0.125","2016-01-21T17:05:12.432Z","","",""
"1","4","52.36538","4.942103","-0.8999999761581421","0.0","20","0.3125","2016-01-21T17:05:14.439Z","","",""
"1","5","52.365418","4.941976","0.0","0.0","20","0.4375","2016-01-21T17:05:19.405Z","","",""
"1","6","52.36541","4.942004","0.0","0.0","20","0.0625","2016-01-21T17:05:20.429Z","","",""
"1","7","52.365414","4.941987","0.0","0.0","20","1.1875","2016-01-21T17:05:21.652Z","","",""
"1","8","52.365433","4.941913","0.0","0.0","20","0.3125","2016-01-21T17:05:22.419Z","","",""
"1","9","52.365437","4.941895","0.0","0.0","20","0.1875","2016-01-21T17:05:23.433Z","","",""
"1","10","52.365428","4.941931","0.0","0.0","20","0.1875","2016-01-21T17:05:24.421Z","","",""
"1","11","52.365433","4.94191","0.0","0.0","20","0.625","2016-01-21T17:05:25.437Z","","",""
"1","12","52.365448","4.941852","0.0","0.0","20","0.125","2016-01-21T17:05:26.451Z","","",""
"1","13","52.365528","4.942033","54.79999923706055","0.0","20","0.625","2016-01-21T17:05:27.448Z","","",""
"1","14","52.365524","4.942","49.0","0.0","20","0.25","2016-01-21T17:05:28.420Z","","",""
"1","15","52.365482","4.941971","27.5","0.0","15","0.125","2016-01-21T17:05:29.432Z","","",""
"1","16","52.365583","4.942082","83.5999984741211","0.0","15","0.1875","2016-01-21T17:05:30.451Z","","",""
"1","17","52.365476","4.94196","23.399999618530273","0.0","20","0.5625","2016-01-21T17:05:31.423Z","","",""
"1","18","52.365429","4.941932","0.0","0.0","20","0","2016-01-21T17:05:34.421Z","","",""
"1","19","52.365429","4.941934","0.0","0.0","20","0.125","2016-01-21T17:05:35.666Z","","",""
"1","20","52.365431","4.941928","0.0","0.0","20","0.25","2016-01-21T17:05:36.448Z","","",""
"1","21","52.365429","4.941933","0.0","0.0","20","0.125","2016-01-21T17:05:37.428Z","","",""
"1","22","52.365422","4.941957","0.0","0.0","20","0.125","2016-01-21T17:05:40.429Z","","",""
"1","23","52.36542","4.941967","0.0","0.0","20","0.3125","2016-01-21T17:05:41.444Z","","",""
"1","24","52.365387","4.941932","-17.600000381469727","0.0","20","0.4375","2016-01-21T17:05:42.428Z","","",""
"1","25","52.365388","4.941938","-16.600000381469727","0.0","20","0.125","2016-01-21T17:05:43.458Z","","",""
"1","26","52.365398","4.941951","-10.899999618530273","0.0","20","0.125","2016-01-21T17:05:44.467Z","","",""
"1","27","52.365304","4.941834","-64.0999984741211","0.0","20","0.25","2016-01-21T17:05:45.440Z","","",""
"1","28","52.365434","4.942004","10.100000381469727","0.0","20","0.3125","2016-01-21T17:05:46.434Z","","",""
"1","29","52.365406","4.94197","-5.099999904632568","0.0","20","0.3125","2016-01-21T17:05:47.454Z","","",""
"1","30","52.365451","4.942027","20.100000381469727","0.0","15","0.125","2016-01-21T17:05:48.457Z","","",""
"1","31","52.365327","4.941865","-49.20000076293945","0.0","15","0.375","2016-01-21T17:05:49.445Z","","",""
"1","32","52.36525","4.941989","-26.299999237060547","0.0","15","0.3125","2016-01-21T17:05:50.448Z","","",""
"1","33","52.36532","4.941939","-30.0","0.0","20","0.375","2016-01-21T17:05:53.432Z","","",""
"1","34","52.365384","4.942","0.0","0.0","20","0.125","2016-01-21T17:05:54.437Z","","",""
"1","35","52.365385","4.941998","0.0","0.0","20","0.1875","2016-01-21T17:05:55.446Z","","",""
"1","36","52.365393","4.942021","8.199999809265137","0.0","20","0.1875","2016-01-21T17:05:59.427Z","","",""
"1","37","52.365323","4.941925","-31.899999618530273","0.0","20","0.25","2016-01-21T17:06:00.431Z","","",""
"1","38","52.365348","4.941964","-15.800000190734863","0.0","20","0.375","2016-01-21T17:06:02.443Z","","",""
"1","39","52.365382","4.942009","4.300000190734863","0.0","20","0.125","2016-01-21T17:06:03.686Z","","",""
"1","40","52.365269","4.941869","-58.099998474121094","0.0","20","0.125","2016-01-21T17:06:04.433Z","","",""
"1","41","52.365288","4.941892","-47.79999923706055","0.0","20","0.25","2016-01-21T17:06:05.430Z","","",""
"1","42","52.365272","4.941866","-57.5","0.0","20","0.1875","2016-01-21T17:06:06.434Z","","",""
"1","43","52.365323","4.941926","-29.600000381469727","0.0","20","0.25","2016-01-21T17:06:07.449Z","","",""
"1","44","52.365431","4.942167","76.5","","10","0.0625","2016-01-21T17:06:08.471Z","","",""
